INDEX,A
611,-28.780
612,-28.700
613,-28.795
614,-28.844
615,-28.894
616,-28.749
617,-28.784
618,-28.918
619,-28.788
620,-28.741
621,-28.837
622,-28.795
623,-28.801
624,-28.835
625,-28.708
626,-28.768
627,-28.990
628,-28.858
629,-28.907
630,-28.799
631,-28.821
632,-28.750
633,-28.796
634,-28.757
635,-28.766
636,-28.750
637,-28.722
638,-28.581
639,-28.417
640,-28.451
641,-28.707
642,-28.652
643,-28.604
644,-28.488
645,-28.676
646,-28.583
647,-28.729
648,-28.676
649,-28.735
650,-28.679
651,-28.714
652,-28.783
653,-28.659
654,-28.656
655,-28.536
656,-28.522
657,-28.622
658,-28.578
659,-28.465
660,-28.343
661,-28.339
662,-28.482
663,-28.286
664,-28.215
665,-28.128
666,-28.161
667,-28.169
668,-28.272
669,-28.298
670,-28.059
671,-28.183
672,-28.085
673,-28.150
674,-28.264
675,-28.103
676,-28.106
677,-28.162
678,-28.160
679,-28.211
680,-28.192
681,-28.132
682,-28.168
683,-28.118
684,-28.127
685,-27.926
686,-27.969
687,-27.876
688,-27.866
689,-27.949
690,-27.958
691,-27.897
692,-27.891
693,-27.917
694,-27.763
695,-27.886
696,-27.837
697,-27.885
698,-27.790
699,-27.900
700,-27.946
701,-27.988
702,-27.896
703,-28.099
704,-28.088
705,-28.145
706,-28.278
707,-28.262
708,-28.293
709,-28.486
710,-28.368
711,-28.476
712,-28.688
713,-28.494
714,-28.442
715,-28.358
716,-28.502
717,-28.430
718,-28.515
719,-28.412
720,-28.384
721,-28.296
722,-28.403
723,-28.400
724,-28.377
725,-28.386
726,-28.430
727,-28.488
728,-28.544
729,-28.771
730,-28.701
731,-28.708
732,-28.645
733,-28.693
734,-28.853
735,-28.685
736,-28.779
737,-28.779
738,-29.020
739,-28.853
740,-28.939
741,-29.042
742,-28.994
743,-28.911
744,-28.930
745,-29.034
746,-28.903
747,-28.946
748,-29.036
749,-28.927
750,-28.909
751,-29.193
752,-29.102
753,-29.022
754,-29.165
755,-29.206
756,-29.132
757,-29.262
758,-29.301
759,-29.207
760,-29.275
761,-29.337
762,-29.337
763,-29.443
764,-29.582
765,-29.639
766,-29.433
767,-29.442
768,-29.454
769,-29.447
770,-29.650
771,-29.528
772,-29.566
773,-29.581
774,-29.502
775,-29.563
776,-29.691
777,-29.596
778,-29.594
779,-29.543
780,-29.547
781,-29.457
782,-29.495
783,-29.482
784,-29.375
785,-29.618
786,-29.473
787,-29.453
788,-29.624
789,-29.597
790,-29.528
791,-29.652
792,-29.531
793,-29.636
794,-29.761
795,-29.701
796,-29.647
797,-29.788
798,-29.692
799,-29.383
800,-29.325
801,-29.403
802,-29.406
803,-29.272
804,-29.195
805,-29.049
806,-28.900
807,-29.089
808,-29.107
809,-28.877
810,-28.835
811,-28.681
812,-28.657
813,-28.640
814,-28.372
815,-28.502
816,-28.435
817,-28.372
818,-28.157
819,-28.196
820,-28.391
821,-28.358
822,-28.372
823,-28.177
824,-28.331
825,-28.275
826,-28.019
827,-28.030
828,-28.058
829,-28.052
830,-28.046
831,-27.926
832,-28.071
833,-27.980
834,-27.981
835,-27.960
836,-27.991
837,-27.970
838,-27.950
839,-27.916
840,-27.814
841,-27.852
842,-27.851
843,-27.843
844,-27.742
845,-27.842
846,-27.685
847,-27.810
848,-27.859
849,-27.829
850,-27.743
851,-27.742
852,-27.640
853,-27.605
854,-27.780
855,-27.769
856,-27.730
857,-27.827
858,-27.681
859,-27.855
860,-27.748
861,-27.899
862,-28.028
863,-27.897
864,-28.138
865,-27.911
866,-27.892
867,-28.060
868,-28.070
869,-28.046
870,-27.926
871,-27.953
872,-27.930
873,-28.049
874,-27.948
875,-27.878
876,-27.978
877,-27.953
878,-27.922
879,-27.962
880,-27.825
881,-27.983
882,-27.762
883,-27.817
884,-27.843
885,-27.845
886,-27.841
887,-27.754
888,-27.612
889,-27.638
890,-27.697
891,-27.747
892,-27.786
893,-27.669
894,-27.597
895,-27.765
896,-27.677
897,-27.615
898,-27.738
899,-28.035
900,-27.959
901,-28.009
902,-27.947
903,-27.964
904,-27.959
905,-28.029
906,-28.089
907,-28.314
908,-28.114
909,-28.182
910,-28.171
911,-28.374
912,-28.217
913,-28.132
914,-28.299
915,-28.412
916,-28.521
917,-28.215
918,-28.378
919,-28.321
920,-28.413
921,-28.512
922,-28.694
923,-28.369
924,-28.358
925,-28.421
926,-28.610
927,-28.127
928,-28.380
929,-28.360
930,-28.174
931,-28.146
932,-28.171
933,-27.957
934,-28.165
935,-28.288
936,-28.075
937,-28.101
938,-28.107
939,-28.135
940,-28.044
941,-28.118
942,-28.115
943,-28.372
944,-28.167
945,-28.059
946,-28.136
947,-28.469
948,-28.270
949,-28.006
950,-28.211
951,-28.183
952,-28.326
953,-28.310
954,-28.541
955,-28.595
956,-28.574
957,-28.583
958,-28.262
959,-28.583
960,-28.560
961,-28.473
962,-28.592
963,-28.681
964,-28.654
965,-28.741
966,-28.925
967,-28.891
968,-28.688
969,-28.754
970,-28.952
971,-28.803
972,-28.574
973,-28.787
974,-28.979
975,-28.972
976,-28.713
977,-28.652
978,-28.696
979,-28.919
980,-28.905
981,-28.562
982,-28.953
983,-29.083
984,-28.757
985,-28.540
986,-28.382
987,-28.592
988,-28.365
989,-28.350
990,-28.098
991,-28.131
992,-28.387
993,-28.454
994,-28.037
995,-28.015
996,-27.940
997,-27.861
998,-27.778
999,-27.465
1000,-27.273
1001,-27.845
