wavelength, A
5.292760620e+02,-1.899402007e-03
5.294338989e+02,3.400164191e-03
5.295916748e+02,-3.540860489e-03
5.297495117e+02,3.775354708e-03
5.299072876e+02,-4.713330884e-03
5.300651245e+02,1.711806748e-03
5.302229614e+02,-2.368390094e-03
5.303807983e+02,5.416813307e-03
5.305386353e+02,-1.805604436e-03
5.306964722e+02,2.180794952e-03
5.308543091e+02,-1.664907904e-03
5.310121460e+02,3.447063034e-03
5.311700439e+02,-5.393363535e-04
5.313278809e+02,5.393363535e-04
5.314857788e+02,-5.276117008e-03
5.316436157e+02,1.571110333e-03
5.318015137e+02,-1.852503279e-03
5.319594116e+02,2.180794952e-03
5.321173096e+02,-3.048423096e-04
5.322752075e+02,5.557509605e-03
5.324331055e+02,-1.711806748e-03
5.325910034e+02,2.368390094e-03
5.327489014e+02,-2.884277143e-03
5.329068604e+02,5.041622557e-03
5.330647583e+02,-1.195919816e-03
5.332227173e+02,4.619533196e-03
5.333806152e+02,-3.869152395e-03
5.335385742e+02,3.165669972e-03
5.336965332e+02,-4.760229960e-03
5.338544922e+02,1.805604436e-03
5.340124512e+02,-5.393363535e-04
5.341704102e+02,1.430413919e-03
5.343283691e+02,-2.837378299e-03
5.344863892e+02,5.323015619e-03
5.346443481e+02,-2.040098421e-03
5.348023071e+02,2.743580611e-03
5.349603271e+02,-1.008324558e-03
5.351183472e+02,2.321491484e-03
5.352763062e+02,-3.775354708e-03
5.354343262e+02,2.790479455e-03
5.355923462e+02,-1.195919816e-03
5.357503662e+02,2.602884313e-03
5.359083862e+02,-1.946300850e-03
5.360664062e+02,3.259467660e-03
5.362244873e+02,-2.180794952e-03
5.363825073e+02,5.369914230e-03
5.365405884e+02,-4.994723946e-03
5.366986084e+02,5.510610994e-03
5.368566895e+02,-3.118771361e-03
5.370147095e+02,1.711806748e-03
5.371727905e+02,-9.145269287e-04
5.373308716e+02,3.447063034e-03
5.374889526e+02,-2.884277143e-03
5.376470337e+02,1.946300850e-03
5.378051758e+02,-2.133896109e-03
5.379632568e+02,6.260992028e-03
5.381213379e+02,-2.344940731e-05
5.382794800e+02,4.197443835e-03
5.384375610e+02,-1.993199578e-03
5.385957031e+02,5.135420244e-03
5.387538452e+02,-3.306366503e-03
5.389119263e+02,1.055223402e-03
5.390700684e+02,-1.711806748e-03
5.392282104e+02,6.354789715e-03
5.393864136e+02,3.986399388e-04
5.395445557e+02,3.447063034e-03
5.397026978e+02,-1.758705592e-03
5.398608398e+02,3.447063034e-03
5.400190430e+02,-5.862351973e-04
5.401771851e+02,2.321491484e-03
5.403353882e+02,-1.805604436e-03
5.404935913e+02,6.026498042e-03
5.406517944e+02,1.149020973e-03
5.408099976e+02,2.368390094e-03
5.409682007e+02,-9.145269287e-04
5.411264038e+02,4.244342912e-03
5.412846069e+02,-9.614257142e-04
5.414428101e+02,3.634658176e-03
5.416010742e+02,6.331340410e-04
5.417592773e+02,4.525735509e-03
5.419175415e+02,2.743580611e-03
5.420757446e+02,3.024973674e-03
5.422340088e+02,-2.602884313e-03
5.423922729e+02,5.838902667e-03
5.425505371e+02,-3.728455864e-03
5.427088013e+02,6.120295264e-03
5.428670654e+02,2.040098421e-03
5.430253296e+02,4.994723946e-03
5.431835938e+02,-1.055223402e-03
5.433419189e+02,3.540860489e-03
5.435001831e+02,-1.524211490e-03
5.436585083e+02,4.197443835e-03
5.438167725e+02,-4.103646614e-03
5.439750977e+02,5.463711917e-03
5.441334229e+02,-4.924375680e-04
5.442917480e+02,4.244342912e-03
5.444500732e+02,-2.579434949e-04
5.446083984e+02,3.024973674e-03
5.447667236e+02,-1.336616231e-03
5.449250488e+02,5.557509605e-03
5.450834351e+02,-3.986399388e-04
5.452417603e+02,5.135420244e-03
5.454001465e+02,-3.822253551e-03
5.455584717e+02,2.696682001e-03
5.457168579e+02,2.040098421e-03
5.458752441e+02,6.917575374e-03
5.460336304e+02,1.336616231e-03
5.461920166e+02,5.604408681e-03
5.463504028e+02,-1.852503279e-03
5.465087891e+02,5.979598965e-03
5.466671753e+02,-2.579434949e-04
5.468256226e+02,6.495486014e-03
5.469840088e+02,-1.618009177e-03
5.471424561e+02,3.306366503e-03
5.473008423e+02,2.884277143e-03
5.474592896e+02,7.574158721e-03
5.476177368e+02,-3.986399388e-04
5.477761841e+02,4.807128571e-03
5.479346313e+02,4.455387534e-04
5.480930786e+02,7.949349470e-03
5.482515259e+02,2.133896109e-03
5.484099731e+02,7.855551317e-03
5.485684814e+02,9.145269287e-04
5.487269287e+02,6.214092951e-03
5.488854370e+02,-1.195919816e-03
5.490438843e+02,4.009848926e-03
5.492023926e+02,2.415288938e-03
5.493609009e+02,4.478836898e-03
5.495194092e+02,-1.195919816e-03
5.496779175e+02,4.197443835e-03
5.498364258e+02,-4.455387534e-04
5.499949341e+02,5.510610994e-03
5.501534424e+02,1.664907904e-03
5.503120117e+02,6.073396653e-03
5.504705200e+02,-2.180794952e-03
5.506290283e+02,6.214092951e-03
5.507875977e+02,3.118771361e-03
5.509461670e+02,7.996248081e-03
5.511047363e+02,1.758705592e-03
5.512632446e+02,7.808652706e-03
5.514218140e+02,3.165669972e-03
5.515804443e+02,1.029429026e-02
5.517390137e+02,-3.517411242e-04
5.518975830e+02,8.090045303e-03
5.520561523e+02,2.274592640e-03
5.522147827e+02,7.433462422e-03
5.523733521e+02,2.274592640e-03
5.525319824e+02,6.823777687e-03
5.526905518e+02,3.212568816e-03
5.528491821e+02,8.699730039e-03
5.530078125e+02,-9.145269287e-04
5.531664429e+02,1.081017684e-02
5.533250732e+02,4.244342912e-03
5.534837036e+02,9.825302288e-03
5.536423340e+02,3.540860489e-03
5.538010254e+02,9.262516163e-03
5.539596558e+02,1.242818660e-03
5.541183472e+02,8.136944845e-03
5.542769775e+02,-1.477312646e-03
5.544356689e+02,7.714855019e-03
5.545943604e+02,3.728455864e-03
5.547530518e+02,8.981123567e-03
5.549117432e+02,3.728455864e-03
5.550704346e+02,9.778402746e-03
5.552291260e+02,3.822253551e-03
5.553878174e+02,8.746629581e-03
5.555465088e+02,3.728455864e-03
5.557052612e+02,9.731504135e-03
5.558639526e+02,2.227693796e-03
5.560227051e+02,8.324540220e-03
5.561813965e+02,2.931175986e-03
5.563401489e+02,1.127916481e-02
5.564989014e+02,3.775354708e-03
5.566576538e+02,9.731504135e-03
5.568164062e+02,2.462187782e-03
5.569751587e+02,1.029429026e-02
5.571339111e+02,1.383515075e-03
5.572926636e+02,1.038808748e-02
5.574514771e+02,4.056747537e-03
5.576102295e+02,1.071637962e-02
5.577690430e+02,4.291241523e-03
5.579277954e+02,8.512134664e-03
5.580866089e+02,6.214092951e-03
5.582454224e+02,7.245867047e-03
5.584042358e+02,4.197443835e-03
5.585630493e+02,1.156055834e-02
5.587218628e+02,3.447063034e-03
5.588806763e+02,9.684605524e-03
5.590394897e+02,4.431938287e-03
5.591983643e+02,9.309414774e-03
5.593571777e+02,-4.924375680e-04
5.595160522e+02,1.127916481e-02
5.596748657e+02,4.807128571e-03
5.598337402e+02,7.245867047e-03
5.599926147e+02,5.698205903e-03
5.601514893e+02,8.793528192e-03
5.603103638e+02,5.229217932e-03
5.604692383e+02,9.262516163e-03
5.606281128e+02,7.761754096e-03
5.607869873e+02,1.001289673e-02
5.609459229e+02,4.455387534e-04
5.611047974e+02,6.448587403e-03
5.612637329e+02,4.807128571e-03
5.614226074e+02,8.512134664e-03
5.615815430e+02,6.542384624e-03
5.617404785e+02,1.020049211e-02
5.618994141e+02,5.463711917e-03
5.620582886e+02,9.731504135e-03
5.622172852e+02,4.009848926e-03
5.623762207e+02,7.855551317e-03
5.625351562e+02,7.527260110e-03
5.626940918e+02,1.043498609e-02
5.628530884e+02,6.683081388e-03
5.630120239e+02,8.605932817e-03
5.631710205e+02,5.651307292e-03
5.633299561e+02,1.113846898e-02
5.634889526e+02,5.745104980e-03
5.636479492e+02,6.917575374e-03
5.638069458e+02,6.214092951e-03
5.639659424e+02,1.048188563e-02
5.641249390e+02,5.838902667e-03
5.642839355e+02,9.825302288e-03
5.644429932e+02,4.572634585e-03
5.646019897e+02,8.934224024e-03
5.647609863e+02,5.463711917e-03
5.649200439e+02,9.543908760e-03
5.650791016e+02,4.947824869e-03
5.652380981e+02,1.156055834e-02
5.653971558e+02,7.855551317e-03
5.655562134e+02,7.574158721e-03
5.657152710e+02,3.728455864e-03
5.658743286e+02,1.099777222e-02
5.660333862e+02,9.121819399e-03
5.661925049e+02,1.066948101e-02
5.663515625e+02,9.825302288e-03
5.665106201e+02,7.527260110e-03
5.666697388e+02,4.056747537e-03
5.668288574e+02,1.066948101e-02
5.669879150e+02,8.230742067e-03
5.671470337e+02,8.136944845e-03
5.673061523e+02,7.245867047e-03
5.674652710e+02,9.450111538e-03
5.676243896e+02,4.807128571e-03
5.677835083e+02,1.113846898e-02
5.679426270e+02,4.900926258e-03
5.681018066e+02,9.450111538e-03
5.682609253e+02,8.230742067e-03
5.684201050e+02,1.170125417e-02
5.685792236e+02,7.621057797e-03
5.687384033e+02,1.123226620e-02
5.688975830e+02,4.244342912e-03
5.690567017e+02,1.376480237e-02
5.692158813e+02,4.385039210e-03
5.693750610e+02,7.714855019e-03
5.695343018e+02,7.667956408e-03
5.696934814e+02,7.433462422e-03
5.698526611e+02,6.354789715e-03
5.700118408e+02,8.465236053e-03
5.701710815e+02,7.339664735e-03
5.703303223e+02,1.020049211e-02
5.704895020e+02,7.433462422e-03
5.706487427e+02,1.005979627e-02
5.708079834e+02,6.354789715e-03
5.709672241e+02,1.104467083e-02
5.711264648e+02,7.011373062e-03
5.712857056e+02,8.934224024e-03
5.714449463e+02,6.448587403e-03
5.716041870e+02,1.113846898e-02
5.717634888e+02,3.634658176e-03
5.719227295e+02,1.174815372e-02
5.720820312e+02,6.073396653e-03
5.722412720e+02,1.052878425e-02
5.724005737e+02,6.542384624e-03
5.725598755e+02,8.981123567e-03
5.727191772e+02,7.621057797e-03
5.728784790e+02,1.071637962e-02
5.730377808e+02,7.433462422e-03
5.731970825e+02,1.010669488e-02
5.733563843e+02,6.354789715e-03
5.735156860e+02,9.356313385e-03
5.736750488e+02,8.043146692e-03
5.738343506e+02,1.245163567e-02
5.739937134e+02,5.698205903e-03
5.741530151e+02,1.329581439e-02
5.743123779e+02,5.698205903e-03
5.744717407e+02,1.099777222e-02
5.746311035e+02,6.120295264e-03
5.747904663e+02,1.020049211e-02
5.749498291e+02,1.263923105e-02
5.751091919e+02,1.024739165e-02
5.752686157e+02,1.020049211e-02
5.754279785e+02,1.132606436e-02
5.755873413e+02,8.465236053e-03
5.757467651e+02,1.071637962e-02
5.759061890e+02,9.074920788e-03
5.760655518e+02,1.442138571e-02
5.762249756e+02,1.217024308e-02
5.763843994e+02,9.825302288e-03
5.765438232e+02,5.979598965e-03
5.767032471e+02,1.151365973e-02
5.768626709e+02,8.887325414e-03
5.770221558e+02,1.085707545e-02
5.771815796e+02,9.590807371e-03
5.773410034e+02,1.193574816e-02
5.775004883e+02,1.263923105e-02
5.776599731e+02,1.245163567e-02
5.778193970e+02,8.418337442e-03
5.779788818e+02,1.221714169e-02
5.781383667e+02,1.024739165e-02
5.782978516e+02,1.409309451e-02
5.784573364e+02,1.226404030e-02
5.786168213e+02,1.156055834e-02
5.787763062e+02,1.010669488e-02
5.789358521e+02,1.460898109e-02
5.790953369e+02,1.263923105e-02
5.792548218e+02,1.221714169e-02
5.794143677e+02,1.066948101e-02
5.795739136e+02,1.554695703e-02
5.797333984e+02,1.024739165e-02
5.798929443e+02,1.460898109e-02
5.800524902e+02,1.198264770e-02
5.802120361e+02,1.507796906e-02
5.803715820e+02,9.309414774e-03
5.805311279e+02,1.582835056e-02
5.806907349e+02,1.221714169e-02
5.808502808e+02,1.615664177e-02
5.810098267e+02,1.395239774e-02
5.811694336e+02,1.554695703e-02
5.813290405e+02,1.550005842e-02
5.814885864e+02,1.526556443e-02
5.816481934e+02,1.090397500e-02
5.818078003e+02,1.610974409e-02
5.819674072e+02,1.273302827e-02
5.821270142e+02,1.615664177e-02
5.822866211e+02,1.610974409e-02
5.824462280e+02,1.770430245e-02
5.826058960e+02,1.582835056e-02
5.827655029e+02,1.854848117e-02
5.829251709e+02,1.413999312e-02
5.830847778e+02,1.976785064e-02
5.832444458e+02,1.625043899e-02
5.834041138e+02,2.155000530e-02
5.835637207e+02,1.667252928e-02
5.837233887e+02,2.136241086e-02
5.838830566e+02,2.094032057e-02
5.840427246e+02,1.878297515e-02
5.842024536e+02,2.173760161e-02
5.843621216e+02,1.789189875e-02
5.845217896e+02,1.742291078e-02
5.846815186e+02,2.342595905e-02
5.848411865e+02,1.479657646e-02
5.850009155e+02,1.868917793e-02
5.851606445e+02,2.520811372e-02
5.853203125e+02,2.244108357e-02
5.854800415e+02,2.276937477e-02
5.856397705e+02,1.995544694e-02
5.857994995e+02,1.929886267e-02
5.859592285e+02,2.797514386e-02
5.861190186e+02,2.070582658e-02
5.862787476e+02,2.201899327e-02
5.864384766e+02,2.173760161e-02
5.865982666e+02,2.455152944e-02
5.867579956e+02,2.567710169e-02
5.869177856e+02,2.572400123e-02
5.870775757e+02,2.117481455e-02
5.872373657e+02,2.783444710e-02
5.873971558e+02,2.441083454e-02
5.875569458e+02,2.577089891e-02
5.877167358e+02,2.230038680e-02
5.878765259e+02,2.708406560e-02
5.880363159e+02,2.605229244e-02
5.881961060e+02,2.924141102e-02
5.883559570e+02,2.487982251e-02
5.885157471e+02,2.933521010e-02
5.886755981e+02,2.473912574e-02
5.888354492e+02,2.919451334e-02
5.889953003e+02,2.942900732e-02
5.891550903e+02,3.364989907e-02
5.893149414e+02,3.416578844e-02
5.894747925e+02,3.758940101e-02
5.896347046e+02,3.561965004e-02
5.897945557e+02,3.336850926e-02
5.899544067e+02,3.637003154e-02
5.901142578e+02,3.622933477e-02
5.902741699e+02,3.266502544e-02
5.904340820e+02,3.721421212e-02
5.905939331e+02,3.435338289e-02
5.907538452e+02,3.773009777e-02
5.909137573e+02,3.533825651e-02
5.910736694e+02,4.040332884e-02
5.912335815e+02,3.758940101e-02
5.913934937e+02,3.838668019e-02
5.915534058e+02,3.838668019e-02
5.917133179e+02,3.899636492e-02
5.918732910e+02,4.251377657e-02
5.920332031e+02,3.984054551e-02
5.921931152e+02,4.124750942e-02
5.923530884e+02,4.176339507e-02
5.925130615e+02,4.621878266e-02
5.926730347e+02,4.720365629e-02
5.928329468e+02,4.598429054e-02
5.929929199e+02,4.556220025e-02
5.931528931e+02,4.579669237e-02
5.933128662e+02,4.321726039e-02
5.934729004e+02,4.363934696e-02
5.936328735e+02,5.358189717e-02
5.937928467e+02,4.997068644e-02
5.939528809e+02,5.076796934e-02
5.941128540e+02,5.381638929e-02
5.942728882e+02,4.968929663e-02
5.944329224e+02,5.259702355e-02
5.945929565e+02,5.325360596e-02
5.947529297e+02,5.184664205e-02
5.949129639e+02,5.756829679e-02
5.950730591e+02,5.179974064e-02
5.952330933e+02,5.616133288e-02
5.953931274e+02,5.573924258e-02
5.955531616e+02,5.808418244e-02
5.957132568e+02,5.658341944e-02
5.958732910e+02,5.789658800e-02
5.960333862e+02,6.807363033e-02
5.961934204e+02,6.108570844e-02
5.963535156e+02,6.099190935e-02
5.965136108e+02,6.211747974e-02
5.966737061e+02,6.244577467e-02
5.968338013e+02,7.009027898e-02
5.969938965e+02,6.511900574e-02
5.971539917e+02,6.389963627e-02
5.973141479e+02,6.905850768e-02
5.974742432e+02,7.538984716e-02
5.976343384e+02,6.732325256e-02
5.977944946e+02,6.844881922e-02
5.979545898e+02,7.731270045e-02
5.981147461e+02,6.985578686e-02
5.982749023e+02,7.046546787e-02
5.984350586e+02,6.858951598e-02
5.985952148e+02,6.666667014e-02
5.987553711e+02,6.896471232e-02
5.989155273e+02,7.135654986e-02
5.990756836e+02,8.045491576e-02
5.992358398e+02,7.557744533e-02
5.993960571e+02,8.134599775e-02
5.995562134e+02,8.476960659e-02
5.997164307e+02,7.904795557e-02
5.998766479e+02,8.247156441e-02
6.000368042e+02,8.861531317e-02
6.001970215e+02,8.214327693e-02
6.003572388e+02,7.750029117e-02
6.005174561e+02,8.111150563e-02
6.006776733e+02,8.505100012e-02
6.008378906e+02,8.312815428e-02
6.009981079e+02,8.453511447e-02
6.011583862e+02,8.561378717e-02
6.013186035e+02,9.532184154e-02
6.014788818e+02,9.208582342e-02
6.016390991e+02,8.786492795e-02
6.017993774e+02,8.945949376e-02
6.019596558e+02,8.777113259e-02
6.021199341e+02,9.260170907e-02
6.022802124e+02,9.063196182e-02
6.024404907e+02,9.574393183e-02
6.026007690e+02,9.461835772e-02
6.027610474e+02,1.021221727e-01
6.029213257e+02,9.461835772e-02
6.030816040e+02,9.804197401e-02
6.032419434e+02,9.837026894e-02
6.034022217e+02,1.005276144e-01
6.035625610e+02,9.761988372e-02
6.037229004e+02,1.019345745e-01
6.038832397e+02,9.761988372e-02
6.040435181e+02,1.010903940e-01
6.042038574e+02,1.058271751e-01
6.043641968e+02,9.691639990e-02
6.045245361e+02,1.121116206e-01
6.046849365e+02,1.113143414e-01
6.048452759e+02,1.076093316e-01
6.050056152e+02,1.096728817e-01
6.051660156e+02,1.104232594e-01
6.053263550e+02,1.128151044e-01
6.054867554e+02,1.051236987e-01
6.056471558e+02,1.104232594e-01
6.058075562e+02,1.034822389e-01
6.059678955e+02,1.120178252e-01
6.061282959e+02,1.071872413e-01
6.062886963e+02,1.100949720e-01
6.064491577e+02,1.057333797e-01
6.066095581e+02,1.110329479e-01
6.067699585e+02,1.187712476e-01
6.069304199e+02,1.173642874e-01
6.070908203e+02,1.188181490e-01
6.072512817e+02,1.180208698e-01
6.074116821e+02,1.123930141e-01
6.075721436e+02,1.107515544e-01
6.077326050e+02,1.160980165e-01
6.078930664e+02,1.146441549e-01
6.080535278e+02,1.130495965e-01
6.082139893e+02,1.175518781e-01
6.083744507e+02,1.158166230e-01
6.085349121e+02,1.169890985e-01
6.086954346e+02,1.165670082e-01
6.088558960e+02,1.166139022e-01
6.090164185e+02,1.177394763e-01
6.091768799e+02,1.200375184e-01
6.093374023e+02,1.151600406e-01
6.094979248e+02,1.188650504e-01
6.096583862e+02,1.211630926e-01
6.098189087e+02,1.130964980e-01
6.099794312e+02,1.217727736e-01
6.101399536e+02,1.219134703e-01
6.103005371e+02,1.132840887e-01
6.104610596e+02,1.193340346e-01
6.106215820e+02,1.103294641e-01
6.107821655e+02,1.253839880e-01
6.109426880e+02,1.209754944e-01
6.111032715e+02,1.243053079e-01
6.112638550e+02,1.166139022e-01
6.114243774e+02,1.303552538e-01
6.115849609e+02,1.192871407e-01
6.117455444e+02,1.243991107e-01
6.119061279e+02,1.112674400e-01
6.120667114e+02,1.181615666e-01
6.122272949e+02,1.202251166e-01
6.123879395e+02,1.247273982e-01
6.125485229e+02,1.222417653e-01
6.127091675e+02,1.185836568e-01
6.128697510e+02,1.198030263e-01
6.130303955e+02,1.209754944e-01
6.131909790e+02,1.225700527e-01
6.133516235e+02,1.203189120e-01
6.135122681e+02,1.222417653e-01
6.136729126e+02,1.235549301e-01
6.138335571e+02,1.197561249e-01
6.139942017e+02,1.195685342e-01
6.141548462e+02,1.194278374e-01
6.143155518e+02,1.263219565e-01
6.144761963e+02,1.203658134e-01
6.146369019e+02,1.230859384e-01
6.147975464e+02,1.152538434e-01
6.149582520e+02,1.274006367e-01
6.151189575e+02,1.209754944e-01
6.152796021e+02,1.259467751e-01
6.154403076e+02,1.205534041e-01
6.156010132e+02,1.255246848e-01
6.157617188e+02,1.119240224e-01
