INDEX,A
379,-37.367
380,-37.649
381,-39.614
382,-39.000
383,-39.849
384,-39.961
385,-40.065
386,-38.474
387,-40.281
388,-40.393
389,-38.859
390,-38.678
391,-40.748
392,-39.380
393,-39.261
394,-41.097
395,-40.589
396,-39.714
397,-41.219
398,-36.986
399,-40.249
400,-39.898
401,-41.908
402,-39.412
403,-38.206
404,-39.133
405,-40.615
406,-38.025
407,-38.288
408,-41.231
409,-35.667
410,-36.452
411,-33.856
412,-34.388
413,-33.669
414,-32.167
415,-31.690
416,-30.707
417,-30.013
418,-29.233
419,-28.348
420,-27.723
421,-27.328
422,-27.133
423,-26.868
424,-26.768
425,-26.646
426,-26.759
427,-27.024
428,-27.197
429,-27.656
430,-28.167
431,-28.825
432,-29.175
433,-29.514
434,-30.119
435,-30.555
436,-30.880
437,-31.528
438,-31.902
439,-32.099
440,-32.493
441,-32.798
442,-33.184
443,-33.417
444,-33.219
445,-33.214
446,-33.998
447,-33.614
448,-34.186
449,-34.069
450,-33.830
451,-33.932
452,-34.376
453,-34.565
454,-34.622
455,-34.551
456,-34.388
457,-34.111
458,-34.102
459,-34.700
460,-34.180
461,-35.325
462,-34.571
463,-34.662
464,-34.524
465,-35.143
466,-35.118
467,-35.556
468,-35.457
469,-35.052
470,-35.394
471,-35.177
472,-35.196
473,-35.034
474,-35.428
475,-35.081
476,-35.680
477,-35.653
478,-35.535
479,-35.431
480,-35.866
481,-35.356
482,-34.899
483,-35.778
484,-36.093
485,-35.889
486,-35.756
487,-35.958
488,-35.850
489,-36.684
490,-35.711
491,-36.282
492,-36.580
493,-35.818
494,-36.159
495,-36.530
496,-36.184
497,-36.323
498,-36.569
499,-35.782
500,-35.750
501,-36.149
502,-36.253
503,-37.062
504,-36.265
505,-36.113
506,-37.280
507,-36.737
508,-36.719
509,-36.072
510,-36.260
511,-36.332
512,-35.922
513,-36.812
514,-36.598
515,-36.931
516,-36.014
517,-37.317
518,-36.960
519,-37.063
520,-37.311
521,-36.915
522,-37.250
523,-38.162
524,-37.238
525,-36.950
526,-36.913
527,-36.930
528,-37.734
529,-36.651
530,-36.988
531,-37.665
532,-36.694
533,-36.921
534,-37.357
535,-37.171
536,-36.579
537,-36.654
538,-37.778
539,-36.779
540,-36.956
541,-37.053
542,-36.903
543,-37.456
544,-37.264
545,-37.624
546,-37.535
547,-37.725
548,-36.920
549,-37.794
550,-37.245
551,-36.796
552,-36.806
553,-37.495
554,-37.524
555,-36.929
556,-37.123
557,-37.214
558,-37.064
559,-38.436
560,-37.099
561,-38.284
562,-37.993
563,-37.430
564,-37.665
565,-37.977
566,-37.782
567,-38.281
568,-37.176
569,-37.016
570,-37.597
571,-37.531
572,-37.663
573,-37.483
574,-37.627
575,-37.960
576,-37.919
577,-38.415
578,-37.902
579,-38.128
580,-37.981
581,-37.592
582,-38.143
583,-37.752
584,-38.023
585,-37.458
586,-38.305
587,-38.469
588,-38.840
589,-37.751
590,-38.672
591,-38.504
592,-38.046
593,-37.896
594,-38.919
595,-37.666
596,-38.234
597,-38.426
598,-37.470
599,-37.748
600,-38.682
601,-37.901
602,-38.447
603,-38.489
604,-38.245
605,-38.087
606,-39.246
607,-38.522
608,-38.416
609,-39.050
610,-38.607
611,-38.595
612,-38.245
613,-38.308
614,-37.644
615,-37.283
616,-37.357
617,-38.266
618,-38.332
619,-38.868
620,-38.435
621,-38.347
622,-37.391
623,-38.270
624,-38.792
625,-38.468
626,-38.660
627,-38.297
628,-37.995
629,-38.189
630,-38.427
631,-37.953
632,-37.977
633,-37.937
634,-38.322
635,-38.768
636,-38.813
637,-38.080
638,-37.382
639,-38.340
640,-38.361
641,-38.392
642,-39.753
643,-38.451
644,-38.780
645,-38.225
646,-38.039
647,-37.865
648,-38.537
649,-38.267
650,-38.608
651,-38.419
652,-39.118
653,-39.472
654,-38.239
655,-37.762
656,-37.970
657,-38.034
658,-38.092
659,-38.707
660,-38.273
661,-38.372
662,-38.237
663,-38.873
664,-38.577
665,-38.166
666,-37.754
667,-39.408
668,-38.030
669,-38.814
670,-38.067
671,-38.098
672,-39.004
673,-37.973
674,-37.737
675,-37.483
676,-38.186
677,-37.627
678,-39.095
679,-37.036
680,-38.394
681,-37.775
682,-38.491
683,-38.091
684,-37.413
685,-37.594
686,-37.616
687,-37.885
688,-38.174
689,-37.641
690,-37.947
691,-38.137
692,-38.282
693,-37.907
694,-37.718
695,-38.040
696,-38.166
697,-38.093
698,-38.901
699,-38.086
700,-37.632
701,-39.455
702,-38.273
703,-38.060
704,-38.262
705,-38.614
706,-39.548
707,-38.992
708,-38.351
709,-38.499
710,-38.739
711,-39.698
712,-38.764
713,-39.045
714,-38.561
715,-39.088
716,-38.328
717,-39.000
718,-38.388
719,-38.503
720,-38.926
721,-41.623
722,-39.817
723,-39.914
724,-39.629
725,-40.449
726,-40.288
727,-40.605
728,-41.388
729,-40.125
730,-42.313
731,-40.174
732,-40.982
733,-41.375
734,-40.930
735,-43.099
736,-42.217
737,-41.419
738,-42.783
739,-41.736
740,-42.227
741,-41.984
742,-44.898
743,-42.596
744,-41.703
745,-43.572
746,-41.638
747,-44.105
748,-46.803
749,-46.794
750,-43.975
751,-41.194
752,-45.414
753,-42.204
754,-44.413
755,-42.888
756,-42.226
757,-43.176
758,-43.493
759,-45.375
760,-46.710
761,-45.795
762,-42.125
763,-42.706
764,-46.235
765,-46.682
766,-46.133
767,-46.673
768,-46.669
769,-42.414
770,-43.900
771,-42.612
772,-43.824
773,-41.423
774,-43.287
775,-43.041
776,-45.684
777,-46.650
778,-44.611
779,-44.717
780,-46.663
781,-46.668
782,-44.108
783,-45.405
784,-46.679
785,-41.708
786,-45.668
787,-46.679
788,-45.219
789,-42.506
790,-46.679
791,-45.576
792,-42.683
793,-46.679
794,-43.499
795,-43.730
796,-44.308
797,-46.460
798,-42.652
799,-43.570
800,-45.107
801,-42.607
802,-44.384
803,-41.476
804,-45.392
805,-41.376
806,-42.555
807,-42.993
808,-43.395
809,-44.363
810,-42.732
811,-46.610
812,-43.026
813,-44.180
814,-43.485
815,-42.451
816,-40.918
817,-42.485
818,-41.447
819,-42.764
820,-40.761
821,-40.612
822,-43.108
823,-42.912
824,-43.046
825,-40.874
826,-42.593
827,-42.180
828,-40.825
829,-43.405
830,-44.710
831,-42.628
832,-41.527
833,-41.723
834,-43.045
835,-42.464
836,-45.616
837,-42.631
838,-42.538
839,-42.214
840,-41.071
841,-42.984
842,-43.216
843,-44.986
844,-44.957
845,-45.301
846,-43.231
847,-46.382
848,-44.348
849,-45.627
850,-46.374
851,-43.569
852,-44.366
853,-44.171
854,-46.365
855,-41.865
856,-43.682
857,-44.723
858,-41.769
859,-41.953
860,-42.704
861,-43.332
862,-42.819
863,-42.898
864,-44.155
865,-45.881
866,-46.233
867,-42.010
868,-46.206
869,-44.058
870,-46.179
871,-46.166
872,-45.100
873,-46.140
874,-42.779
875,-46.115
876,-46.101
877,-46.088
878,-45.539
879,-44.528
880,-46.048
881,-46.035
882,-45.862
883,-46.009
884,-45.998
885,-45.992
886,-45.987
887,-44.145
888,-44.809
889,-44.579
890,-45.608
891,-45.959
892,-43.243
893,-45.946
894,-45.929
895,-44.650
896,-45.896
897,-45.879
898,-45.025
899,-44.536
900,-45.830
901,-45.814
902,-45.798
903,-45.784
904,-45.772
905,-45.758
906,-45.745
907,-45.731
908,-45.719
909,-43.502
910,-45.692
911,-45.679
912,-45.660
913,-43.607
914,-45.623
915,-45.604
916,-45.585
917,-44.494
918,-45.547
919,-45.091
920,-45.511
921,-45.488
922,-45.466
923,-45.444
924,-45.422
925,-45.399
926,-45.377
927,-43.321
928,-45.334
929,-45.313
930,-45.277
931,-45.241
932,-44.556
933,-45.167
934,-45.130
935,-45.094
936,-42.031
937,-45.023
938,-44.988
939,-44.976
940,-44.971
941,-42.023
942,-44.963
943,-44.959
944,-44.954
945,-40.738
946,-44.946
947,-44.941
948,-44.933
949,-44.217
950,-44.913
951,-44.903
952,-44.894
953,-44.736
954,-44.873
955,-44.864
956,-44.854
957,-41.574
958,-44.791
959,-43.237
960,-43.939
961,-44.681
962,-44.645
963,-44.609
964,-44.573
965,-44.244
966,-44.495
967,-44.444
968,-44.393
969,-42.503
970,-44.293
971,-44.244
972,-44.195
973,-44.147
974,-44.099
975,-43.003
976,-40.556
977,-43.951
978,-41.781
979,-39.946
980,-40.694
981,-43.757
982,-43.709
983,-43.663
984,-43.570
985,-42.731
986,-41.578
987,-42.988
988,-42.809
989,-42.300
990,-42.473
991,-42.314
992,-42.160
993,-41.967
994,-41.605
995,-41.270
996,-40.471
997,-40.669
998,-40.396
999,-40.139
1000,-39.897
1001,-39.667
