INDEX,A
437,-27.205
438,-27.483
439,-28.092
440,-28.361
441,-28.509
442,-28.613
443,-28.887
444,-29.107
445,-29.284
446,-29.251
447,-29.344
448,-29.280
449,-29.493
450,-29.375
451,-29.652
452,-29.477
453,-29.412
454,-29.436
455,-29.612
456,-29.802
457,-29.570
458,-29.897
459,-29.734
460,-29.956
461,-30.169
462,-30.254
463,-30.247
464,-30.251
465,-30.632
466,-30.547
467,-30.550
468,-30.678
469,-30.565
470,-30.762
471,-30.760
472,-30.691
473,-30.726
474,-30.772
475,-30.843
476,-30.849
477,-30.989
478,-30.908
479,-31.058
480,-30.981
481,-31.163
482,-31.102
483,-31.057
484,-31.052
485,-31.061
486,-31.116
487,-31.038
488,-31.259
489,-31.157
490,-31.282
491,-31.242
492,-31.341
493,-31.431
494,-31.467
495,-31.297
496,-31.185
497,-31.508
498,-31.284
499,-31.362
500,-31.097
501,-31.307
502,-31.238
503,-31.181
504,-31.567
505,-31.466
506,-31.468
507,-31.603
508,-31.731
509,-31.516
510,-31.545
511,-31.668
512,-31.485
513,-31.726
514,-31.803
515,-31.754
516,-31.446
517,-31.615
518,-31.555
519,-31.757
520,-31.781
521,-31.848
522,-31.997
523,-31.977
524,-32.000
525,-31.848
526,-31.977
527,-31.960
528,-31.697
529,-31.816
530,-31.847
531,-31.843
532,-31.977
533,-31.838
534,-31.892
535,-31.874
536,-32.082
537,-31.957
538,-32.074
539,-32.107
540,-32.070
541,-32.154
542,-32.382
543,-32.340
544,-32.331
545,-32.124
546,-32.153
547,-32.269
548,-32.210
549,-32.149
550,-32.135
551,-32.188
552,-32.041
553,-32.197
554,-32.092
555,-32.441
556,-32.327
557,-32.442
558,-32.351
559,-32.359
560,-32.405
561,-32.393
562,-32.374
563,-32.395
564,-32.648
565,-32.518
566,-32.594
567,-32.383
568,-32.455
569,-32.432
570,-32.612
571,-32.478
572,-32.535
573,-32.415
574,-32.578
575,-32.433
576,-32.667
577,-32.819
578,-32.706
579,-32.660
580,-32.637
581,-32.682
582,-32.638
583,-32.702
584,-32.520
585,-32.521
586,-32.762
587,-32.713
588,-32.517
589,-32.970
590,-32.734
591,-32.872
592,-32.879
593,-32.791
594,-32.863
595,-32.589
596,-32.760
597,-32.451
598,-32.865
599,-32.466
600,-32.569
601,-32.723
602,-32.535
603,-32.570
604,-32.652
605,-32.571
606,-32.702
607,-32.743
608,-32.539
609,-32.495
610,-32.570
611,-32.542
612,-32.543
613,-32.397
614,-32.508
615,-32.758
616,-32.458
617,-32.548
618,-32.535
619,-32.573
620,-32.843
621,-32.757
622,-32.820
623,-32.599
624,-32.673
625,-32.712
626,-32.714
627,-32.991
628,-32.693
629,-33.053
630,-32.706
631,-32.837
632,-32.532
633,-32.635
634,-32.665
635,-32.624
636,-32.372
637,-32.257
638,-32.592
639,-32.535
640,-32.742
641,-32.498
642,-32.463
643,-32.299
644,-32.484
645,-32.749
646,-32.153
647,-32.264
648,-32.410
649,-32.721
650,-32.695
651,-32.484
652,-32.345
653,-32.195
654,-32.366
655,-32.642
656,-32.284
657,-32.166
658,-32.421
659,-32.224
660,-31.794
661,-31.979
662,-31.859
663,-32.142
664,-31.962
665,-32.018
666,-31.842
667,-31.966
668,-31.895
669,-32.118
670,-31.826
671,-31.628
672,-31.715
673,-31.838
674,-31.844
675,-31.710
676,-31.658
677,-31.576
678,-31.796
679,-31.555
680,-31.714
681,-31.632
682,-31.715
683,-31.636
684,-31.505
685,-31.688
686,-31.238
687,-31.322
688,-31.503
689,-31.304
690,-31.296
691,-31.383
692,-31.535
693,-31.367
694,-31.294
695,-31.334
696,-31.228
697,-31.549
698,-31.552
699,-31.561
700,-31.483
701,-31.554
702,-31.464
703,-31.523
704,-31.790
705,-31.773
706,-31.964
707,-31.921
708,-31.938
709,-31.989
710,-32.002
711,-31.884
712,-32.104
713,-32.153
714,-31.772
715,-32.108
716,-32.141
717,-31.955
718,-32.262
719,-31.893
720,-32.228
721,-31.886
722,-31.865
723,-32.102
724,-32.017
725,-32.454
726,-32.205
727,-32.304
728,-32.341
729,-32.380
730,-32.479
731,-32.237
732,-32.520
733,-32.339
734,-32.442
735,-32.668
736,-32.638
737,-33.183
738,-33.191
739,-33.227
740,-33.227
741,-33.553
742,-33.438
743,-33.665
744,-33.560
745,-33.489
746,-33.749
747,-33.600
748,-33.744
749,-33.922
750,-33.702
751,-33.863
752,-34.329
753,-34.168
754,-34.266
755,-34.483
756,-34.156
757,-34.236
758,-34.414
759,-34.362
760,-34.274
761,-34.856
762,-34.552
763,-34.653
764,-35.064
765,-35.405
766,-34.875
767,-34.831
768,-35.020
769,-35.391
770,-34.911
771,-34.883
772,-35.143
773,-35.226
774,-34.900
775,-35.114
776,-35.147
777,-35.166
778,-34.864
779,-35.483
780,-35.481
781,-35.200
782,-35.205
783,-35.088
784,-35.363
785,-35.151
786,-35.115
787,-35.057
788,-35.165
789,-35.168
790,-34.992
791,-34.950
792,-34.877
793,-34.753
794,-35.317
795,-35.011
796,-35.019
797,-35.439
798,-35.108
799,-34.907
800,-34.412
801,-34.303
802,-34.374
803,-34.251
804,-33.817
805,-34.084
806,-34.097
807,-33.908
808,-33.778
809,-33.545
810,-33.525
811,-33.668
812,-33.001
813,-32.784
814,-32.736
815,-32.383
816,-32.806
817,-32.647
818,-32.594
819,-32.673
820,-32.365
821,-32.546
822,-32.340
823,-32.496
824,-32.256
825,-32.084
826,-31.917
827,-32.222
828,-31.820
829,-31.971
830,-32.031
831,-32.212
832,-32.128
833,-32.154
834,-32.001
835,-32.064
836,-32.191
837,-31.768
838,-31.815
839,-31.604
840,-32.090
841,-31.733
842,-31.766
843,-31.916
844,-31.664
845,-31.824
846,-31.673
847,-31.501
848,-31.722
849,-31.935
850,-31.688
851,-31.498
852,-31.849
853,-31.550
854,-31.475
855,-31.502
856,-31.913
857,-31.635
858,-32.012
859,-31.823
860,-31.707
861,-31.513
862,-31.694
863,-31.684
864,-31.807
865,-31.746
866,-31.760
867,-31.938
868,-31.510
869,-31.670
870,-31.514
871,-31.575
872,-31.723
873,-31.566
874,-31.773
875,-31.579
876,-31.613
877,-31.608
878,-31.357
879,-31.292
880,-31.569
881,-31.982
882,-31.842
883,-31.385
884,-31.714
885,-31.443
886,-31.545
887,-31.734
888,-31.891
889,-31.748
890,-31.654
891,-31.775
892,-31.859
893,-31.939
894,-31.908
895,-31.805
896,-31.795
897,-31.908
898,-32.001
899,-31.880
900,-31.945
901,-32.485
902,-32.175
903,-32.120
904,-31.982
905,-32.054
906,-32.257
907,-32.102
908,-32.114
909,-32.465
910,-32.480
911,-32.159
912,-32.253
913,-32.322
914,-32.257
915,-32.740
916,-32.821
917,-32.667
918,-32.923
919,-32.636
920,-32.498
921,-32.775
922,-32.596
923,-33.274
924,-32.428
925,-32.081
926,-32.801
927,-32.854
928,-32.929
929,-32.834
930,-32.810
931,-32.993
932,-32.692
933,-32.402
934,-32.184
935,-32.225
936,-32.657
937,-32.434
938,-32.821
939,-32.467
940,-32.774
941,-33.164
942,-32.910
943,-32.902
944,-33.346
945,-32.514
946,-32.699
947,-32.864
948,-32.567
949,-33.263
950,-32.808
951,-32.961
952,-33.100
953,-32.893
954,-33.525
955,-33.880
956,-33.454
957,-33.609
958,-33.320
959,-33.606
960,-33.088
961,-33.252
962,-33.437
963,-33.506
964,-32.935
965,-33.300
966,-33.880
967,-33.422
968,-33.959
969,-33.491
970,-34.600
971,-33.475
972,-33.809
973,-34.417
974,-33.868
975,-33.349
976,-33.009
977,-33.871
978,-33.369
979,-33.446
980,-33.929
981,-33.865
982,-33.821
983,-33.892
984,-33.767
985,-34.614
986,-33.487
987,-33.357
988,-33.715
989,-32.616
990,-32.371
991,-33.926
992,-33.383
993,-33.597
994,-33.225
995,-32.677
996,-32.590
997,-31.976
998,-31.196
999,-33.864
1000,-32.893
1001,-32.118
