DATE & TIME;INSTRUMENT;AIR/VACUUM/STP;TRACE;START;STOP;HORIZONTAL SCALE;LENGTH (pts);RBW (nm);VBW (Hz);REFERENCE LEVEL (dBm);VERTICAL SCALE;SENSITIVITY (dBm);AVERAGING;MIN;MAX;SMOOTHING;TRACE MATH;OFFSET (dB)
05Jan2013 02:55PM WET;86140B;VACUUM;A;600.000;1700.000;nm;1001;10.00;2545;0.00;dBm;-10.68;OFF;OFF;OFF;OFF;OFF;0.000
