INDEX,A
317,-35.809
318,-37.305
319,-37.327
320,-37.345
321,-35.394
322,-37.317
323,-36.614
324,-34.077
325,-37.275
326,-33.532
327,-33.439
328,-37.233
329,-36.635
330,-37.237
331,-34.903
332,-37.272
333,-37.289
334,-37.307
335,-37.325
336,-37.342
337,-37.360
338,-37.378
339,-36.871
340,-37.429
341,-37.455
342,-37.481
343,-36.435
344,-36.062
345,-37.561
346,-37.587
347,-36.411
348,-37.639
349,-37.664
350,-37.688
351,-37.713
352,-37.738
353,-35.382
354,-37.249
355,-37.814
356,-37.839
357,-37.875
358,-37.915
359,-37.956
360,-37.055
361,-38.039
362,-38.081
363,-36.208
364,-38.166
365,-38.209
366,-38.270
367,-38.343
368,-37.371
369,-38.491
370,-38.568
371,-38.645
372,-38.725
373,-38.805
374,-38.888
375,-38.979
376,-38.159
377,-38.899
378,-39.285
379,-39.392
380,-39.045
381,-37.997
382,-39.730
383,-39.849
384,-39.961
385,-40.065
386,-40.172
387,-40.281
388,-40.393
389,-40.508
390,-40.627
391,-40.748
392,-40.874
393,-40.993
394,-41.097
395,-41.204
396,-41.314
397,-41.426
398,-41.542
399,-41.660
400,-40.375
401,-41.908
402,-42.025
403,-42.109
404,-42.194
405,-42.281
406,-42.370
407,-42.461
408,-41.937
409,-42.648
410,-40.956
411,-42.836
412,-42.888
413,-42.724
414,-42.992
415,-42.877
416,-38.055
417,-36.699
418,-35.218
419,-33.752
420,-33.253
421,-32.502
422,-31.465
423,-31.235
424,-30.727
425,-30.588
426,-30.740
427,-31.175
428,-31.008
429,-32.393
430,-32.624
431,-33.819
432,-35.013
433,-36.242
434,-36.565
435,-37.011
436,-38.950
437,-39.261
438,-38.596
439,-43.725
440,-44.340
441,-41.937
442,-44.603
443,-44.640
444,-44.676
445,-44.713
446,-44.751
447,-44.788
448,-44.253
449,-44.890
450,-44.943
451,-44.996
452,-45.051
453,-45.107
454,-45.162
455,-45.219
456,-45.276
457,-45.339
458,-45.405
459,-45.473
460,-42.588
461,-45.609
462,-45.680
463,-45.752
464,-45.824
465,-45.899
466,-45.941
467,-45.963
468,-45.986
469,-46.009
470,-45.783
471,-46.054
472,-44.228
473,-46.101
474,-45.204
475,-44.198
476,-46.148
477,-46.156
478,-46.165
479,-46.173
480,-46.153
481,-46.190
482,-46.199
483,-46.206
484,-44.032
485,-46.223
486,-46.230
487,-46.237
488,-46.243
489,-46.252
490,-46.258
491,-44.792
492,-46.273
493,-46.160
494,-46.286
495,-46.293
496,-46.299
497,-46.216
498,-46.312
499,-46.318
500,-46.325
501,-46.331
502,-45.143
503,-46.347
504,-46.355
505,-46.362
506,-46.235
507,-46.378
508,-45.545
509,-46.395
510,-46.402
511,-44.937
512,-46.425
513,-46.438
514,-46.452
515,-46.465
516,-46.479
517,-46.493
518,-46.506
519,-46.520
520,-46.533
521,-46.545
522,-46.555
523,-46.566
524,-46.576
525,-46.586
526,-46.597
527,-46.287
528,-46.618
529,-46.629
530,-46.645
531,-46.661
532,-46.676
533,-46.693
534,-46.709
535,-46.725
536,-44.475
537,-46.757
538,-46.064
539,-46.627
540,-46.829
541,-46.859
542,-46.889
543,-46.919
544,-46.949
545,-46.574
546,-47.008
547,-47.039
548,-47.045
549,-47.043
550,-47.041
551,-47.039
552,-47.038
553,-47.036
554,-47.034
555,-47.032
556,-47.030
557,-47.037
558,-47.046
559,-47.057
560,-47.068
561,-47.078
562,-47.089
563,-47.100
564,-47.111
565,-44.902
566,-47.130
567,-47.138
568,-46.930
569,-45.889
570,-42.688
571,-47.169
572,-47.177
573,-47.184
574,-47.192
575,-47.206
576,-46.963
577,-47.243
578,-47.262
579,-47.281
580,-47.300
581,-47.319
582,-47.339
583,-47.358
584,-47.367
585,-47.361
586,-45.527
587,-47.347
588,-47.340
589,-44.561
590,-43.215
591,-44.189
592,-46.880
593,-47.307
594,-47.299
595,-45.713
596,-44.164
597,-47.277
598,-45.513
599,-47.261
600,-47.253
601,-47.246
602,-46.342
603,-47.253
604,-47.265
605,-46.745
606,-47.286
607,-47.297
608,-47.308
609,-47.318
610,-47.330
611,-47.341
612,-47.349
613,-42.483
614,-47.367
615,-47.375
616,-47.385
617,-47.393
618,-47.402
619,-47.411
620,-47.419
621,-47.417
622,-45.250
623,-47.413
624,-47.411
625,-47.409
626,-47.406
627,-47.404
628,-46.153
629,-47.400
630,-47.398
631,-47.395
632,-45.105
633,-46.270
634,-47.388
635,-47.386
636,-47.384
637,-47.381
638,-47.379
639,-47.377
640,-47.373
641,-47.370
642,-47.366
643,-47.363
644,-47.360
645,-45.797
646,-44.787
647,-47.350
648,-47.350
649,-47.351
650,-47.352
651,-47.353
652,-47.355
653,-47.356
654,-47.357
655,-47.358
656,-47.360
657,-47.361
658,-45.335
659,-46.960
660,-47.367
661,-47.370
662,-47.372
663,-47.373
664,-47.375
665,-47.378
666,-47.297
667,-47.364
668,-47.353
669,-47.343
670,-46.454
671,-46.782
672,-47.314
673,-45.232
674,-43.869
675,-47.285
676,-47.275
677,-47.265
678,-47.255
679,-47.244
680,-47.234
681,-46.211
682,-47.215
683,-43.770
684,-47.114
685,-47.165
686,-47.141
687,-45.432
688,-44.501
689,-47.069
690,-47.044
691,-47.021
692,-46.997
693,-46.980
694,-46.981
695,-46.982
696,-46.651
697,-46.984
698,-46.796
699,-46.986
700,-45.716
701,-46.988
702,-46.987
703,-46.972
704,-46.958
705,-46.311
706,-45.085
707,-46.341
708,-46.900
709,-46.887
710,-43.804
711,-46.859
712,-46.864
713,-44.759
714,-46.545
715,-46.877
716,-46.881
717,-46.887
718,-46.890
719,-44.498
720,-46.900
721,-46.894
722,-46.887
723,-46.880
724,-46.873
725,-46.867
726,-45.754
727,-46.854
728,-46.847
729,-46.763
730,-46.842
731,-46.844
732,-46.846
733,-46.848
734,-46.850
735,-46.015
736,-46.854
737,-46.244
738,-46.859
739,-45.589
740,-46.849
741,-46.844
742,-46.839
743,-46.833
744,-46.828
745,-46.821
746,-46.816
747,-46.811
748,-43.993
749,-46.794
750,-46.785
751,-46.776
752,-46.768
753,-45.745
754,-46.750
755,-46.741
756,-46.732
757,-43.798
758,-46.721
759,-46.715
760,-44.986
761,-42.379
762,-46.699
763,-45.158
764,-44.282
765,-46.682
766,-46.678
767,-46.673
768,-46.669
769,-46.664
770,-46.660
771,-46.655
772,-46.651
773,-46.646
774,-46.642
775,-46.130
776,-46.645
777,-46.650
778,-46.654
779,-46.460
780,-46.663
781,-46.668
782,-46.671
783,-46.676
784,-46.679
785,-45.157
786,-46.679
787,-46.679
788,-46.679
789,-46.679
790,-46.679
791,-46.679
792,-46.679
793,-46.679
794,-46.679
795,-46.679
796,-46.679
797,-46.679
798,-46.679
799,-46.679
800,-45.198
801,-46.679
802,-44.744
803,-46.671
804,-46.663
805,-46.655
806,-46.647
807,-45.193
808,-46.632
809,-46.624
810,-45.295
811,-46.610
812,-46.609
813,-46.608
814,-46.607
815,-46.606
816,-44.492
817,-46.603
818,-46.602
819,-46.180
820,-46.600
821,-46.589
822,-46.576
823,-46.564
824,-46.551
825,-46.539
826,-46.527
827,-44.193
828,-46.143
829,-46.491
830,-46.486
831,-46.147
832,-46.480
833,-44.604
834,-44.061
835,-45.960
836,-46.467
837,-46.463
838,-46.460
839,-46.453
840,-46.443
841,-46.434
842,-46.426
843,-43.985
844,-45.485
845,-46.399
846,-46.391
847,-45.848
848,-46.377
849,-46.375
850,-46.374
851,-46.371
852,-45.557
853,-46.366
854,-46.365
855,-46.362
856,-46.360
857,-46.351
858,-46.338
859,-46.325
860,-46.311
861,-46.298
862,-42.434
863,-46.272
864,-46.258
865,-46.245
866,-46.233
867,-44.052
868,-46.206
869,-46.193
870,-46.179
871,-43.256
872,-46.153
873,-46.140
874,-46.128
875,-46.115
876,-46.101
877,-46.088
878,-46.015
879,-46.061
880,-45.770
881,-46.035
882,-45.815
883,-46.009
884,-45.998
885,-45.076
886,-45.987
887,-44.993
888,-45.976
889,-45.970
890,-45.965
891,-45.959
892,-45.954
893,-45.946
894,-45.929
895,-45.913
896,-45.896
897,-45.879
898,-45.863
899,-45.847
900,-45.341
901,-45.814
902,-45.798
903,-45.784
904,-45.772
905,-45.758
906,-45.745
907,-45.731
908,-45.719
909,-45.705
910,-45.692
911,-45.679
912,-45.660
913,-45.641
914,-45.623
915,-43.472
916,-45.569
917,-43.318
918,-45.547
919,-45.529
920,-45.511
921,-45.488
922,-45.466
923,-45.444
924,-44.338
925,-45.399
926,-45.377
927,-45.356
928,-45.334
929,-45.313
930,-45.277
931,-45.241
932,-45.204
933,-45.167
934,-45.130
935,-45.094
936,-45.058
937,-45.023
938,-44.988
939,-44.976
940,-44.971
941,-44.967
942,-44.814
943,-44.959
944,-44.723
945,-44.950
946,-44.946
947,-44.941
948,-44.933
949,-44.923
950,-44.913
951,-42.146
952,-44.894
953,-44.884
954,-44.873
955,-44.864
956,-44.854
957,-44.829
958,-44.623
959,-44.755
960,-44.718
961,-44.681
962,-44.170
963,-44.609
964,-44.573
965,-44.538
966,-44.495
967,-44.444
968,-43.630
969,-44.342
970,-44.293
971,-44.244
972,-44.195
973,-44.147
974,-44.099
975,-44.050
976,-44.001
977,-43.951
978,-43.902
979,-43.853
980,-43.804
981,-43.757
982,-43.709
983,-41.280
984,-43.570
985,-43.367
986,-43.173
987,-40.709
988,-42.809
989,-40.460
990,-39.998
991,-42.314
992,-42.160
993,-40.646
994,-41.605
995,-41.270
996,-40.959
997,-40.669
998,-40.396
999,-40.139
1000,-39.897
1001,-39.667
