wavelength, A
5.693750610e+02,8.573838510e-03
5.695343018e+02,2.576836618e-03
5.696934814e+02,5.669040605e-03
5.698526611e+02,1.311844098e-03
5.700118408e+02,2.951649250e-03
5.701710815e+02,-9.370315092e-05
5.703303223e+02,6.934032775e-03
5.704895020e+02,4.685157546e-05
5.706487427e+02,6.043853238e-03
5.708079834e+02,-8.433283074e-04
5.709672241e+02,3.701274283e-03
5.711264648e+02,-4.216641537e-04
5.712857056e+02,6.324962713e-03
5.714449463e+02,-2.108320827e-03
5.716041870e+02,2.717391355e-03
5.717634888e+02,-1.874063018e-04
5.719227295e+02,8.058470674e-03
5.720820312e+02,-8.901798865e-04
5.722412720e+02,6.793478038e-03
5.724005737e+02,-8.433283074e-04
5.725598755e+02,2.389430301e-03
5.727191772e+02,1.499250415e-03
5.728784790e+02,5.762743764e-03
5.730377808e+02,1.686656615e-03
5.731970825e+02,4.310344812e-03
5.733563843e+02,-1.874063018e-04
5.735156860e+02,5.528485868e-03
5.736750488e+02,3.279610246e-04
5.738343506e+02,4.310344812e-03
5.739937134e+02,-7.027736283e-04
5.741530151e+02,4.216641653e-03
5.743123779e+02,-1.405547227e-04
5.744717407e+02,4.638305865e-03
5.746311035e+02,-1.171289361e-03
5.747904663e+02,7.168290671e-03
5.749498291e+02,-6.090704701e-04
5.751091919e+02,2.483133459e-03
5.752686157e+02,-2.342578664e-04
5.754279785e+02,5.903298501e-03
5.755873413e+02,8.901798865e-04
5.757467651e+02,6.043853238e-03
5.759061890e+02,6.090704701e-04
5.760655518e+02,5.903298501e-03
5.762249756e+02,-3.420164809e-03
5.763843994e+02,5.762743764e-03
5.765438232e+02,-1.358695677e-03
5.767032471e+02,5.997001659e-03
5.768626709e+02,9.838830447e-04
5.770221558e+02,8.714392781e-03
5.771815796e+02,3.326461883e-03
5.773410034e+02,6.371814292e-03
5.775004883e+02,3.841829021e-03
5.776599731e+02,7.168290671e-03
5.778193970e+02,-8.433283074e-04
5.779788818e+02,4.685157444e-03
5.781383667e+02,1.405547227e-04
5.782978516e+02,7.074587513e-03
5.784573364e+02,9.370315092e-05
5.786168213e+02,6.559220608e-03
5.787763062e+02,2.623688197e-03
5.789358521e+02,3.373313230e-03
5.790953369e+02,-7.964767865e-04
5.792548218e+02,5.153673235e-03
5.794143677e+02,1.499250415e-03
5.795739136e+02,5.341079552e-03
5.797333984e+02,1.264992519e-03
5.798929443e+02,5.762743764e-03
5.800524902e+02,7.964767865e-04
5.802120361e+02,8.854947984e-03
5.803715820e+02,3.748125862e-03
5.805311279e+02,4.966266919e-03
5.806907349e+02,-1.124437782e-03
5.808502808e+02,8.105322719e-03
5.810098267e+02,-1.077586203e-03
5.811694336e+02,8.011619560e-03
5.813290405e+02,1.686656615e-03
5.814885864e+02,5.387931131e-03
5.816481934e+02,3.654422704e-03
5.818078003e+02,3.841829021e-03
5.819674072e+02,2.483133459e-03
5.821270142e+02,8.058470674e-03
5.822866211e+02,2.436281880e-03
5.824462280e+02,5.341079552e-03
5.826058960e+02,2.998500830e-03
5.827655029e+02,5.387931131e-03
5.829251709e+02,2.108320827e-03
5.830847778e+02,5.106821656e-03
5.832444458e+02,2.951649250e-03
5.834041138e+02,7.543103304e-03
5.835637207e+02,-6.559220492e-04
5.837233887e+02,6.652923767e-03
5.838830566e+02,2.014617668e-03
5.840427246e+02,4.919415340e-03
5.842024536e+02,1.358695677e-03
5.843621216e+02,1.119752601e-02
5.845217896e+02,3.139055567e-03
5.846815186e+02,8.339580148e-03
5.848411865e+02,2.998500830e-03
5.850009155e+02,5.434782710e-03
5.851606445e+02,3.092203988e-03
5.853203125e+02,8.105322719e-03
5.854800415e+02,2.389430301e-03
5.856397705e+02,8.199025877e-03
5.857994995e+02,1.499250415e-03
5.859592285e+02,8.152173832e-03
5.861190186e+02,-2.295727143e-03
5.862787476e+02,9.791978635e-03
5.864384766e+02,3.982383758e-03
5.865982666e+02,6.840329617e-03
5.867579956e+02,-1.874063018e-04
5.869177856e+02,8.948650211e-03
5.870775757e+02,1.218140940e-03
5.872373657e+02,7.730509620e-03
5.873971558e+02,3.185907146e-03
5.875569458e+02,9.745127521e-03
5.877167358e+02,4.825712182e-03
5.878765259e+02,1.068215910e-02
5.880363159e+02,1.686656615e-03
5.881961060e+02,8.901799098e-03
5.883559570e+02,3.232758725e-03
5.885157471e+02,7.496251725e-03
5.886755981e+02,3.935532179e-03
5.888354492e+02,9.464018047e-03
5.889953003e+02,4.357196391e-03
5.891550903e+02,9.417166002e-03
5.893149414e+02,3.420164809e-03
5.894747925e+02,1.222826075e-02
5.896347046e+02,5.106821656e-03
5.897945557e+02,9.323462844e-03
5.899544067e+02,3.982383758e-03
5.901142578e+02,1.021364331e-02
5.902741699e+02,4.497751128e-03
5.904340820e+02,1.213455759e-02
5.905939331e+02,7.871064357e-03
5.907538452e+02,1.138493232e-02
5.909137573e+02,4.216641653e-03
5.910736694e+02,1.119752601e-02
5.912335815e+02,7.824213244e-03
5.913934937e+02,9.042353369e-03
5.915534058e+02,5.762743764e-03
5.917133179e+02,9.885681793e-03
5.918732910e+02,6.887181196e-03
5.920332031e+02,9.885681793e-03
5.921931152e+02,8.292729035e-03
5.923530884e+02,1.391491760e-02
5.925130615e+02,7.917916402e-03
5.926730347e+02,1.072901022e-02
5.928329468e+02,6.652923767e-03
5.929929199e+02,8.480135351e-03
5.931528931e+02,7.449400146e-03
5.933128662e+02,1.480509713e-02
5.934729004e+02,5.809595343e-03
5.936328735e+02,1.190030016e-02
5.937928467e+02,9.979384951e-03
5.939528809e+02,1.138493232e-02
5.941128540e+02,1.222826075e-02
5.942728882e+02,1.550787129e-02
5.944329224e+02,1.058845595e-02
5.945929565e+02,1.250937022e-02
5.947529297e+02,1.161919069e-02
5.949129639e+02,1.363380812e-02
5.950730591e+02,1.035419758e-02
5.952330933e+02,1.588268392e-02
5.953931274e+02,6.699774880e-03
5.955531616e+02,1.405547187e-02
5.957132568e+02,1.218140963e-02
5.958732910e+02,1.855322346e-02
5.960333862e+02,1.564842649e-02
5.961934204e+02,1.667916030e-02
5.963535156e+02,1.007308811e-02
5.965136108e+02,1.667916030e-02
5.966737061e+02,1.400862075e-02
5.968338013e+02,1.742878556e-02
5.969938965e+02,1.175974496e-02
5.971539917e+02,1.700712182e-02
5.973141479e+02,1.166604180e-02
5.974742432e+02,1.780359820e-02
5.976343384e+02,1.747563668e-02
5.977944946e+02,2.033358254e-02
5.979545898e+02,1.630434766e-02
5.981147461e+02,1.958395727e-02
5.982749023e+02,1.208770648e-02
5.984350586e+02,1.925599761e-02
5.985952148e+02,1.625749655e-02
5.987553711e+02,1.555472240e-02
5.989155273e+02,1.803785563e-02
5.990756836e+02,2.408170886e-02
5.992358398e+02,1.850637235e-02
5.993960571e+02,2.356634103e-02
5.995562134e+02,2.056784183e-02
5.997164307e+02,2.281671576e-02
5.998766479e+02,2.084895037e-02
6.000368042e+02,2.141116932e-02
6.001970215e+02,2.084895037e-02
6.003572388e+02,2.206709236e-02
6.005174561e+02,1.817841083e-02
6.006776733e+02,2.403485775e-02
6.008378906e+02,2.309782617e-02
6.009981079e+02,2.262930945e-02
6.011583862e+02,2.089580148e-02
6.013186035e+02,2.056784183e-02
6.014788818e+02,2.281671576e-02
6.016390991e+02,2.164542675e-02
6.017993774e+02,2.108320780e-02
6.019596558e+02,2.497188933e-02
6.021199341e+02,2.056784183e-02
6.022802124e+02,2.544040419e-02
6.024404907e+02,1.986506768e-02
6.026007690e+02,2.722076513e-02
6.027610474e+02,2.764242887e-02
6.029213257e+02,2.693965472e-02
6.030816040e+02,2.216079459e-02
6.032419434e+02,2.656484209e-02
6.034022217e+02,2.337893471e-02
6.035625610e+02,2.900112420e-02
6.037229004e+02,2.628373355e-02
6.038832397e+02,3.059407882e-02
6.040435181e+02,2.548725717e-02
6.042038574e+02,3.232758492e-02
6.043641968e+02,2.623688243e-02
6.045245361e+02,3.068778105e-02
6.046849365e+02,2.529985085e-02
6.048452759e+02,3.068778105e-02
6.050056152e+02,2.862631157e-02
6.051660156e+02,3.199962527e-02
6.053263550e+02,3.068778105e-02
6.054867554e+02,2.665854618e-02
6.056471558e+02,2.670539729e-02
6.058075562e+02,3.415479884e-02
6.059678955e+02,2.956334315e-02
6.061282959e+02,3.532608598e-02
6.062886963e+02,3.125000000e-02
6.064491577e+02,3.026611730e-02
6.066095581e+02,2.679909952e-02
6.067699585e+02,3.377998620e-02
6.069304199e+02,3.204647824e-02
6.070908203e+02,2.961019427e-02
6.072512817e+02,3.101574257e-02
6.074116821e+02,3.804347664e-02
6.075721436e+02,3.340517357e-02
6.077326050e+02,3.373313323e-02
6.078930664e+02,3.387368843e-02
6.080535278e+02,3.598200902e-02
6.082139893e+02,3.312406316e-02
6.083744507e+02,3.349887580e-02
6.085349121e+02,3.045352362e-02
6.086954346e+02,3.640367463e-02
6.088558960e+02,3.481071815e-02
6.090164185e+02,3.359257802e-02
6.091768799e+02,3.579460084e-02
6.093374023e+02,3.143740445e-02
6.094979248e+02,3.565404937e-02
6.096583862e+02,3.499812633e-02
6.098189087e+02,3.705959395e-02
6.099794312e+02,3.902736306e-02
6.101399536e+02,3.256184235e-02
6.103005371e+02,3.715329990e-02
6.104610596e+02,3.251499310e-02
6.106215820e+02,3.757496178e-02
6.107821655e+02,3.326461837e-02
6.109426880e+02,3.237443790e-02
6.111032715e+02,3.377998620e-02
6.112638550e+02,3.612256423e-02
6.114243774e+02,3.715329990e-02
6.115849609e+02,3.776236996e-02
6.117455444e+02,3.434220329e-02
6.119061279e+02,3.556034341e-02
6.120667114e+02,3.691903874e-02
6.122272949e+02,3.630996868e-02
6.123879395e+02,3.640367463e-02
6.125485229e+02,3.860569745e-02
6.127091675e+02,3.673163429e-02
6.128697510e+02,3.556034341e-02
6.130303955e+02,3.317091614e-02
6.131909790e+02,3.855884448e-02
6.133516235e+02,3.616941348e-02
6.135122681e+02,3.860569745e-02
6.136729126e+02,4.005809501e-02
6.138335571e+02,3.874625266e-02
6.139942017e+02,3.551349416e-02
6.141548462e+02,3.734070435e-02
6.143155518e+02,3.162481263e-02
6.144761963e+02,3.804347664e-02
6.146369019e+02,3.485757113e-02
6.147975464e+02,3.794977441e-02
6.149582520e+02,3.705959395e-02
6.151189575e+02,3.513868153e-02
6.152796021e+02,4.033920541e-02
6.154403076e+02,3.705959395e-02
