INDEX,A
386,-30.792
387,-30.561
388,-30.864
389,-30.891
390,-31.052
391,-30.705
392,-30.816
393,-30.607
394,-31.199
395,-30.774
396,-30.412
397,-31.192
398,-31.620
399,-30.852
400,-31.437
401,-30.575
402,-30.906
403,-30.607
404,-30.427
405,-30.309
406,-30.124
407,-29.567
408,-29.165
409,-28.687
410,-28.102
411,-27.747
412,-26.961
413,-26.538
414,-25.985
415,-25.438
416,-24.998
417,-24.633
418,-24.287
419,-23.880
420,-23.600
421,-23.412
422,-23.146
423,-22.930
424,-22.804
425,-22.676
426,-22.629
427,-22.583
428,-22.561
429,-22.596
430,-22.782
431,-23.001
432,-23.291
433,-23.584
434,-23.938
435,-24.348
436,-24.674
437,-25.235
438,-25.635
439,-26.372
440,-26.852
441,-27.139
442,-27.262
443,-27.459
444,-27.379
445,-27.443
446,-27.494
447,-27.463
448,-27.559
449,-27.555
450,-27.488
451,-27.530
452,-27.449
453,-27.495
454,-27.499
455,-27.508
456,-27.497
457,-27.606
458,-27.599
459,-27.634
460,-27.618
461,-27.873
462,-27.865
463,-27.907
464,-27.886
465,-27.983
466,-28.056
467,-28.021
468,-28.095
469,-27.995
470,-28.100
471,-28.174
472,-28.105
473,-28.101
474,-28.206
475,-28.076
476,-28.129
477,-28.068
478,-28.124
479,-28.144
480,-28.159
481,-28.115
482,-28.166
483,-28.271
484,-28.138
485,-28.208
486,-28.366
487,-28.290
488,-28.450
489,-28.396
490,-28.404
491,-28.496
492,-28.468
493,-28.500
494,-28.324
495,-28.439
496,-28.423
497,-28.389
498,-28.431
499,-28.352
500,-28.524
501,-28.557
502,-28.536
503,-28.537
504,-28.535
505,-28.500
506,-28.592
507,-28.516
508,-28.515
509,-28.639
510,-28.620
511,-28.381
512,-28.595
513,-28.500
514,-28.498
515,-28.675
516,-28.599
517,-28.656
518,-28.736
519,-28.747
520,-28.795
521,-28.831
522,-28.817
523,-28.864
524,-28.834
525,-28.838
526,-28.857
527,-28.787
528,-28.753
529,-28.787
530,-28.904
531,-28.790
532,-28.905
533,-28.867
534,-28.868
535,-28.980
536,-28.966
537,-28.961
538,-28.998
539,-28.990
540,-29.008
541,-29.199
542,-29.096
543,-29.064
544,-29.047
545,-29.109
546,-29.026
547,-29.062
548,-29.011
549,-28.996
550,-28.901
551,-28.998
552,-29.047
553,-28.954
554,-29.006
555,-29.126
556,-29.230
557,-29.180
558,-29.193
559,-29.236
560,-29.120
561,-29.221
562,-29.264
563,-29.432
564,-29.410
565,-29.259
566,-29.320
567,-29.352
568,-29.280
569,-29.261
570,-29.224
571,-29.213
572,-29.249
573,-29.255
574,-29.152
575,-29.256
576,-29.371
577,-29.520
578,-29.500
579,-29.592
580,-29.555
581,-29.635
582,-29.658
583,-29.579
584,-29.606
585,-29.577
586,-29.608
587,-29.615
588,-29.558
589,-29.640
590,-29.549
591,-29.736
592,-29.521
593,-29.473
594,-29.557
595,-29.531
596,-29.537
597,-29.347
598,-29.569
599,-29.340
600,-29.475
601,-29.433
602,-29.434
603,-29.443
604,-29.386
605,-29.442
606,-29.428
607,-29.387
608,-29.442
609,-29.382
610,-29.432
611,-29.426
612,-29.517
613,-29.485
614,-29.400
615,-29.553
616,-29.394
617,-29.468
618,-29.491
619,-29.560
620,-29.521
621,-29.730
622,-29.598
623,-29.544
624,-29.627
625,-29.549
626,-29.533
627,-29.600
628,-29.694
629,-29.608
630,-29.508
631,-29.478
632,-29.540
633,-29.465
634,-29.557
635,-29.453
636,-29.388
637,-29.409
638,-29.301
639,-29.287
640,-29.231
641,-29.343
642,-29.488
643,-29.332
644,-29.373
645,-29.352
646,-29.395
647,-29.360
648,-29.506
649,-29.556
650,-29.325
651,-29.466
652,-29.424
653,-29.330
654,-29.451
655,-29.286
656,-29.239
657,-29.221
658,-29.120
659,-29.244
660,-29.034
661,-29.100
662,-29.012
663,-28.994
664,-29.054
665,-28.844
666,-28.943
667,-28.835
668,-28.917
669,-28.845
670,-28.860
671,-28.858
672,-28.818
673,-28.815
674,-28.840
675,-28.771
676,-28.731
677,-28.917
678,-28.851
679,-28.845
680,-28.794
681,-28.836
682,-28.777
683,-28.915
684,-28.886
685,-28.838
686,-28.658
687,-28.701
688,-28.650
689,-28.525
690,-28.630
691,-28.555
692,-28.600
693,-28.486
694,-28.658
695,-28.646
696,-28.476
697,-28.630
698,-28.565
699,-28.618
700,-28.758
701,-28.810
702,-28.664
703,-28.759
704,-28.835
705,-28.659
706,-29.062
707,-28.909
708,-28.919
709,-28.896
710,-29.143
711,-29.035
712,-29.154
713,-29.153
714,-29.282
715,-28.917
716,-29.193
717,-29.300
718,-29.011
719,-29.133
720,-29.000
721,-28.993
722,-28.865
723,-28.920
724,-28.844
725,-29.003
726,-28.894
727,-29.028
728,-29.092
729,-29.128
730,-29.148
731,-29.137
732,-29.189
733,-29.102
734,-29.258
735,-29.306
736,-29.208
737,-29.300
738,-29.261
739,-29.307
740,-29.459
741,-29.375
742,-29.439
743,-29.649
744,-29.620
745,-29.639
746,-29.358
747,-29.469
748,-29.483
749,-29.432
750,-29.533
751,-29.577
752,-29.605
753,-29.761
754,-29.753
755,-29.649
756,-29.675
757,-29.856
758,-29.789
759,-29.964
760,-30.033
761,-30.038
762,-29.973
763,-30.111
764,-30.262
765,-30.357
766,-30.400
767,-30.283
768,-30.141
769,-30.175
770,-30.283
771,-30.197
772,-30.284
773,-30.243
774,-30.473
775,-30.309
776,-30.320
777,-30.543
778,-30.382
779,-30.732
780,-30.332
781,-30.045
782,-30.339
783,-30.327
784,-30.343
785,-30.449
786,-30.266
787,-30.167
788,-30.466
789,-30.360
790,-30.352
791,-30.372
792,-30.333
793,-30.410
794,-30.476
795,-30.452
796,-30.593
797,-30.360
798,-30.426
799,-30.327
800,-30.323
801,-30.052
802,-30.171
803,-30.051
804,-29.828
805,-29.801
806,-29.656
807,-29.849
808,-29.661
809,-29.651
810,-29.370
811,-29.525
812,-29.373
813,-29.268
814,-29.208
815,-29.181
816,-29.164
817,-29.026
818,-28.831
819,-28.890
820,-28.748
821,-29.064
822,-28.846
823,-29.019
824,-28.911
825,-28.788
826,-28.877
827,-28.805
828,-28.835
829,-28.580
830,-28.760
831,-28.651
832,-28.465
833,-28.506
834,-28.511
835,-28.595
836,-28.635
837,-28.619
838,-28.656
839,-28.700
840,-28.737
841,-28.509
842,-28.706
843,-28.506
844,-28.566
845,-28.553
846,-28.545
847,-28.467
848,-28.588
849,-28.674
850,-28.606
851,-28.426
852,-28.394
853,-28.573
854,-28.595
855,-28.629
856,-28.594
857,-28.539
858,-28.546
859,-28.708
860,-28.562
861,-28.626
862,-28.697
863,-28.580
864,-28.752
865,-28.837
866,-28.733
867,-28.630
868,-28.562
869,-28.560
870,-28.451
871,-28.533
872,-28.734
873,-28.637
874,-28.498
875,-28.753
876,-28.519
877,-28.574
878,-28.459
879,-28.524
880,-28.617
881,-28.532
882,-28.500
883,-28.478
884,-28.474
885,-28.697
886,-28.542
887,-28.553
888,-28.366
889,-28.328
890,-28.210
891,-28.486
892,-28.316
893,-28.188
894,-28.431
895,-28.388
896,-28.191
897,-28.380
898,-28.625
899,-28.416
900,-28.782
901,-28.717
902,-28.829
903,-28.689
904,-28.769
905,-28.667
906,-28.962
907,-28.586
908,-28.726
909,-28.769
910,-28.839
911,-28.980
912,-28.893
913,-28.971
914,-28.837
915,-29.111
916,-29.225
917,-28.996
918,-29.015
919,-29.118
920,-29.305
921,-29.273
922,-29.101
923,-29.122
924,-29.066
925,-29.052
926,-28.893
927,-29.123
928,-29.003
929,-28.949
930,-28.898
931,-28.875
932,-28.919
933,-28.789
934,-28.855
935,-28.803
936,-28.651
937,-28.759
938,-28.965
939,-28.744
940,-28.905
941,-28.754
942,-28.803
943,-28.911
944,-28.815
945,-28.852
946,-28.555
947,-28.552
948,-28.850
949,-28.496
950,-29.032
951,-29.011
952,-29.031
953,-29.120
954,-29.108
955,-29.197
956,-29.323
957,-29.290
958,-29.609
959,-29.049
960,-29.140
961,-29.117
962,-28.989
963,-28.959
964,-29.127
965,-29.299
966,-29.227
967,-29.515
968,-29.373
969,-29.555
970,-29.484
971,-29.341
972,-29.333
973,-29.287
974,-29.349
975,-29.594
976,-29.446
977,-29.325
978,-29.519
979,-29.487
980,-29.395
981,-29.169
982,-29.397
983,-29.547
984,-29.626
985,-29.345
986,-29.245
987,-28.770
988,-29.064
989,-29.228
990,-28.840
991,-28.574
992,-28.950
993,-29.123
994,-28.640
995,-28.701
996,-28.214
997,-28.752
998,-28.435
999,-28.109
1000,-27.825
1001,-27.547
